flame_value,smoke_ppm,temperature_c,humidity_pct,fire_status
3645.5,181.0,26.23,45.91,0
3849.8,347.1,21.29,74.92,0
1932.6,798.0,27.02,32.78,1
1951.5,712.4,24.0,60.49,1
3636.9,31.2,35.26,44.29,0
3460.0,67.5,22.38,37.19,0
3755.8,274.6,24.44,59.82,0
2819.7,592.7,30.46,32.52,1
983.7,7194.5,73.76,21.35,2
1027.0,1384.0,71.55,12.41,2
863.7,700.0,40.03,26.44,2
1058.6,2374.2,42.32,10.85,2
2085.9,806.8,36.54,34.49,1
1036.7,790.8,35.0,3.0,2
3306.6,174.4,19.02,53.31,0
554.1,820.1,62.39,28.71,2
52.7,700.0,56.43,20.67,2
2141.3,588.8,37.69,33.27,1
474.4,1475.4,57.57,18.37,2
2458.9,1817.0,24.0,33.11,1
3319.0,955.7,47.58,61.21,1
2921.4,237.6,33.28,39.37,1
1746.4,349.2,35.26,28.45,1
3463.2,744.4626171871971,35.8176609625897,67.56,0
4095.0,532.7,23.66,63.32,0
2162.3,640.5,41.79,51.93,1
2631.8,2121.9,24.2,42.15,1
622.1,700.0,60.89,27.22,2
2967.7,750.2,45.8,31.36,1
3723.6,83.7,24.43,69.19,0
466.4,1547.2,47.62,16.77,2
1102.1,2574.5,35.0,33.28,2
175.1,700.0,35.0,15.35,2
3575.3,547.4,22.2,47.5,0
1930.0,1046.6,35.44,71.36,1
625.1,1791.7,68.05,5.0,2
3377.6,437.5,31.85,35.78,1
359.6,860.4,75.45,17.59,2
2779.2,1698.7,31.0,51.55,1
933.7,708.3,67.44,14.74,2
496.3,1369.9,49.0,30.69,2
2908.8,99.7,22.17,59.01,0
2387.1,467.4,24.0,42.39,1
3705.3,448.7,18.33,60.82,0
1253.4,1785.7,41.54,18.8,2
3562.0,64.5,26.03,46.13,0
3127.5,235.7,27.29,52.13,0
1759.3,2053.0,39.22,26.76,1
2378.8,599.7,39.92,44.19,1
1083.8,230.4,26.83,30.79,1
1662.0,1112.1,41.39,23.21,1
333.0,2037.6,76.28,10.07,2
716.6,2936.0,64.01,27.36,2
1571.4,802.2,40.52,35.41,1
1051.2,1149.5,72.92,28.17,2
2844.7,56.6,19.65,54.34,0
822.1,1656.3,77.03,25.36,2
2654.3,933.5,48.91,40.31,1
1631.6,239.7,24.0,59.04,1
2649.8,581.7,24.0,54.59,1
2187.9,163.9,25.66,47.88,0
2497.4,679.3,35.73,58.55,1
2202.8,200.6,24.33,27.72,1
2676.0,463.6,24.93,57.88,0
4095.0,122.3,16.27,72.82,0
1790.4,150.0,27.36,57.76,1
2228.7,384.3,39.2,31.71,1
1533.7,725.3,26.0,44.54,1
4095.0,147.9,20.05,66.29,0
378.1,1315.8,46.3,3.0,2
2876.5,77.5,29.68,63.69,0
2848.5,481.2,37.89,35.92,1
3526.7,150.0,37.09,57.71,1
405.4,1737.1,96.02,33.13,2
1062.5,2327.8,48.98,20.05,2
2897.0,91.6,24.47,45.94,0
1319.4,2200.0,33.62,65.74,1
2420.2,357.4,24.65,51.85,0
501.9,5338.0,77.75,29.85,2
1166.9,2653.7,45.29,20.72,2
3719.3,238.1,16.91,59.16,0
3367.9,526.7,40.16,44.51,1
3066.0,940.7,25.63,40.82,1
3528.8,394.9,26.03,44.66,1
1603.6,1139.6,27.71,64.97,1
0.0,1177.7,81.01,14.23,2
3113.2,587.2,24.0,43.01,1
2758.5,511.1523603394174,34.55306558692078,60.08,0
3676.2,174.5,35.92,41.85,0
1326.6,5477.3,38.0,29.67,2
2887.8,51.4,32.37,71.32,0
4095.0,372.8,30.7,65.07,0
582.5,2386.5,59.25,28.64,2
3773.1,184.4,20.08,50.88,0
3231.5,95.1,19.92,71.81,0
3468.3,27.3,20.99,50.27,0
3721.4,126.8,13.3,47.57,0
3826.2,180.0,27.14,53.84,0
2828.5,135.7,25.25,33.15,0
1637.7,762.1,25.41,52.09,1
518.4,5175.3,57.95,35.76,2
287.5,1128.9,62.53,27.99,2
746.9,4135.8,103.59,17.7,2
1542.9,1321.3,97.64,12.14,2
2792.9,174.5,30.94,49.77,0
1820.4,1225.6,41.85,35.05,1
878.6,1243.7,41.25,27.14,2
1261.9,1327.8,48.51,9.68,2
3189.7,148.0,22.72,75.48,0
2866.1,158.4,29.3,51.03,0
1059.1,3156.8,81.58,11.93,2
3511.9,235.3,23.21,52.96,0
1072.1,3500.5,74.46,3.58,2
3460.1,333.3,32.21,42.58,0
1682.3,339.7,49.37,55.43,1
3075.4,20.0,28.84,34.92,0
1949.7,495.5,34.3,38.42,1
3111.7,619.9540263215105,35.68296296548721,53.15,0
3010.0,1082.7,42.93,57.97,1
3984.6,39.9,21.88,61.75,0
4095.0,185.2,25.04,71.16,0
124.5,3648.5,99.61,6.2,2
420.3,2290.5,76.98,47.04,2
2950.0,247.8,39.53,33.54,1
207.4,936.5,49.62,19.15,2
1526.5,3565.5,88.99,32.46,2
3497.9,49.7,22.16,65.4,0
3599.6,156.8,17.08,59.5,0
2875.8,1184.4,34.69,41.74,1
557.7,3371.1,92.9,28.76,2
234.4,712.5,42.3,25.59,2
2188.1,162.8,23.99,87.03,0
1315.2,2978.3,41.83,31.65,2
2487.4,600.3,24.0,51.96,1
3335.1,745.6318318811998,35.381982681099885,54.0,0
4095.0,149.3,22.06,52.85,0
228.6,700.0,49.98,27.77,2
3170.3,300.4,27.86,40.56,0
0.0,960.1,58.69,25.54,2
2482.5,781.8,38.06,52.95,1
766.9,3810.9,62.99,21.07,2
3642.8,243.8,38.68,28.74,1
700.7,2777.1,51.6,6.94,2
4095.0,205.4,22.22,61.72,0
2905.7,576.5,35.09,41.84,1
3194.6,205.4,23.51,48.31,0
3098.9,150.4,22.55,45.25,0
2642.4,117.8,21.09,54.34,0
1626.4,700.0,48.3,35.54,2
3890.9,525.8,22.53,41.68,0
2868.8,131.4,21.29,36.78,0
3656.8,175.3,25.21,85.29,0
2622.2,202.2,29.64,31.31,1
3078.2,144.6,27.74,56.2,0
3664.8,14.3,23.0,34.99,0
406.8,2079.2,54.73,25.35,2
3675.0,519.9238862242236,28.13277746267981,48.33,0
3252.7259826386517,2255.6,52.84,25.35,2
1186.0,423.1,47.12,33.3,1
826.3,1248.8,36.97,32.41,2
2835.5,253.4,23.98,62.17,0
3381.5,47.9,37.11,41.16,0
911.8,1598.6,81.57,23.912311175204565,2
1661.0,1723.2,71.79,12.87,2
0.0,2410.6,86.57,4.26,2
2486.4,517.0,45.18,43.27,1
56.5,2704.6,72.35,0.0,2
1606.1,150.0,54.86,53.14,1
2081.1,2496.2,70.78,28.05,2
4095.0,173.6,20.66,95.0,0
3215.2,214.9,17.06,50.39,0
3277.3,42.0,24.67,44.14,0
0.0,4596.2,57.76,22.56,2
414.6,3489.4,51.71,18.0,2
4095.0,197.6,19.31,64.47,0
2643.1,522.7,18.3,53.08,0
3134.6,93.4,22.2,70.91,0
2759.8,145.4,26.5,70.79,0
3800.0,577.2,38.59,48.37,1
3050.9,362.4,37.8,35.44,1
1999.0,2068.5,24.0,28.16,1
3620.9,738.3,28.38,26.04,1
1868.8,455.4,33.88,42.61,1
3034.8,81.5,24.87,36.22,0
876.5,829.5,49.67,20.32,2
3286.8,818.7602003130421,35.4222201453389,49.36,0
724.3,866.8,68.32,28.92,2
664.1,1276.9,64.18,22.44,2
1078.1,4900.2,78.56,23.15,2
1887.7,186.5,39.83,26.37,1
772.5,1982.8,53.32,30.82,2
0.0,700.0,94.2,6.18,2
3557.1,259.6,28.29,51.97,0
860.1,2498.3,43.0,5.63,2
2656.2,308.1,46.74,29.49,1
3569.2,308.5,15.98,61.36,0
3564.4,75.5,23.21,75.81,0
2611.138789233968,1406.2,36.06,27.06,1
3364.2,18.6,26.37,58.12,0
545.2,3792.0,52.18,23.01,2
815.7,2401.9,88.77,43.42,2
3912.0,8905.090623526035,15.95,77.97,0
2352.4,703.9,36.81,56.46,1
4095.0,291.0,23.26,48.94,0
2137.3,400.4,34.12,39.52,1
523.4,1987.4,55.32,13.57,2
2169.4,150.0,24.0,39.96,1
3563.1,306.0,23.06,61.0,0
776.6,3017.6,36.0,32.64,2
2218.1,1091.3,24.0,60.43,1
3423.7,198.8,18.63,66.39,0
2624.2,305.6,40.15,55.86,1
2147.3,640.6,50.39,51.5,1
2499.9,270.4,46.13,56.27,1
3550.0,150.0,33.06,36.33,1
2636.6,1193.0,28.01,35.53,1
1366.7,2577.8,37.87,18.95,2
1138.0,1651.2,51.0,21.89,2
2611.8,367.3,25.91,59.72,0
395.5,1006.0,52.5,18.03,2
647.9,3335.8,74.53,16.3,2
2537.5,4193.146638037251,26.25,43.46,0
2185.3,781.5,37.45,51.45,1
634.4,4327.6,37.03,27.19,2
134.0,1967.5,70.46,3.0,2
2472.1,150.0,43.74,50.09,1
89.3,1720.6,78.37,29.62,2
3768.4,118.0,22.22,41.58,0
843.0,700.0,61.88,31.85,2
4052.2,186.6,26.49,58.22,0
2900.4,259.8,35.08,29.25,1
4078.1,186.5,25.14,46.67,0
3455.6,952.8,44.23,44.75,1
762.2,1217.4,98.25,46.27,2
813.9,2264.0,81.47,26.6,2
2787.0,8479.891528700082,33.38,21.35,1
237.0,3620.1,75.32,25.48,2
2242.2,928.1,35.25,19.45,1
2224.1,288.9,46.69,34.69,1
2853.8,111.1,24.06,37.02,0
431.5,700.0,35.18,37.34,2
3355.8,236.3,18.54,54.78,0
1290.9,2505.6,62.87,27.34,2
1929.8,607.2,25.69,73.51087598402503,0
0.0,1099.7,94.22,23.37,2
3135.1,397.6,24.57,56.74,0
2162.0,952.4,34.22,51.11,1
499.4,1990.5,61.02,23.16,2
3696.3,227.8,16.52,51.05,0
3227.2,458.4,24.0,44.69,1
4095.0,58.3,32.98,59.75,0
2509.1,1297.0,44.7,46.7,1
2037.4,1555.4,31.75,41.11,1
1133.9,950.7,69.74,19.91,2
731.4,700.0,40.73,49.34,2
1475.2,780.4,35.0,28.06,2
3352.0,172.8,25.44,54.21,0
2339.1,433.8,27.47,50.0,0
4095.0,91.2,21.23,48.81,0
1917.1,590.3,36.03,50.62,1
2416.7,150.0,31.39,33.12,1
3879.6,38.8,28.4,44.58,0
752.4,700.0,64.27,18.08,2
296.5,1415.6,35.55,18.45,2
2579.2,451.3,24.23,8.37,1
1635.2,303.5,34.12,50.85,1
3356.4,457.5,38.57,30.76,1
3876.6,410.4,19.77,38.89,0
3456.6,97.1,22.59,39.64,0
2386.7,1077.4,29.73,37.16,1
3903.1,308.3,20.24,49.32,0
1140.4,150.0,36.72,44.16,1
4095.0,77.6,16.67,36.59,0
2091.9,150.0,31.45,50.45,1
3074.1,662.703434865218,32.93554966189258,51.76,0
4019.1,153.1,28.39,58.78,0
3539.5,371.8,28.87,70.15,0
2369.4,377.6,26.18,50.3,1
1839.2,2734.7,60.8,21.9,2
45.1,1631.6,53.12,13.21,2
2971.4,851.7583910663134,30.099340241985207,48.2,0
3675.7,120.3,24.85,68.47,0
787.1,1076.2,43.93,28.57,2
3590.2,150.0,35.12,43.74,1
1261.4,150.0,28.62,48.91,1
758.0,2745.6,64.51,30.79,2
3099.3,225.8,22.38,34.66,0
0.0,1102.2,70.11,36.93,2
2510.1,1876.4,32.05,30.53,1
303.9,1625.3,75.54,23.02,2
3688.3,835.9412465826963,28.811617640129107,68.82,0
102.1,5231.3,48.47,27.17,2
3643.3,353.1,28.42,50.67,0
3787.3,381.8,28.09,42.0,0
3207.3,700.0,28.35,64.88,0
4095.0,125.1,18.94,42.29757325758192,0
0.0,2341.7,50.71,32.83,2
3429.1,223.0,25.16,83.52,0
2461.9,308.2,28.75,52.45,1
0.0,2137.1,46.74,17.07,2
3800.0,592.1,33.73,28.13,1
3347.8,185.6,15.75,49.79,0
3403.2,138.6,27.7,46.89,0
3530.2,284.1,21.84,40.58,0
215.4,4592.5,59.59,19.46,2
340.5,3585.4,62.06,10.97,2
1312.6,207.2,28.85,41.95,1
3097.1,407.2,28.45,52.15,0
1528.3,715.5,41.66,42.53,1
2089.6,719.7,24.0,34.51,1
776.4,3793.3,66.19,15.16,2
1818.1,307.8,44.35,32.78,1
3036.0,692.4259540305615,29.33655364734504,45.5,0
1426.6,150.0,31.17,52.71,1
3132.0,307.6,22.14,63.38,0
2309.6,1370.6,29.94,45.35,1
420.8,1684.9,35.0,15.45,2
355.0,1511.8,84.27,5.02,2
186.0,1847.9,40.72,9.02,2
455.3,700.0,37.0,22.24,2
3606.9,38.5,25.77,42.89,0
3254.9,291.2,20.39,50.66,0
1780.9,2200.0,24.0,55.1,1
3118.9,214.7,31.09,64.26,0
1012.0,1806.0,65.11,34.38,2
4095.0,381.5,20.68,54.62,0
1282.4,1496.4,76.88,31.24,2
3459.8,245.4,21.23,58.59,0
3058.9,188.5,27.76,45.09,1
1311.8,559.9,39.47,59.91,1
2706.9,446.2,39.72,42.08,1
3387.8,154.4,23.52,76.91,0
3649.0,22.0,16.37,66.59,0
4082.4149234752576,506.4,49.0,22.41,1
2902.6,338.8,35.66,53.94,1
162.7,1347.5,64.82,25.77,2
2133.3,608.2,41.01,38.25,1
2553.8,1202.5,30.45,32.69,1
1681.2,2444.2,81.92,31.89,2
3087.6,256.4,25.35,55.27,0
3032.2,206.2,16.37,43.99,0
2898.5,691.0,40.38,51.16,1
3024.1,47.7,20.01,72.52,0
3245.4,360.2,27.61,81.54,0
1609.1,3579.1,58.18,18.82,2
3644.7,283.0,25.61,49.66,0
863.5,1369.2,84.23,44.2,2
3007.5,578.3,35.0,39.73,1
2864.0,337.8,28.16,42.46,1
2986.3,261.1,28.08,30.49,1
1070.0,1041.4,62.3,9.37,2
404.3416862924505,3068.3,67.18,31.63,2
973.2,700.0,57.69,30.53,2
767.2,1119.2,62.03,22.19,2
3000.7,665.8,51.39,47.43,1
1983.6,168.8,38.74,8.0,1
3165.3,328.2,26.17,56.19,0
3796.7,541.7,25.39,61.58,0
1140.0,884.7,46.08,47.32,1
2499.0,432.8,24.92,42.71,0
3517.8,99.9,22.76,64.64,0
2905.2,99.7,21.44,45.97,0
2370.9,893.6,41.86,43.2,1
1132.4,3172.3,53.76,27.41,2
2917.5,96.4,25.92,50.52,0
2871.1,244.6,29.54,43.63,0
3726.2,97.3,24.33,61.12,0
2660.7,282.6,10.0,63.17,0
2507.0,2076.6,33.89,51.6,1
3313.7,141.3,24.7,53.23,0
1951.9,76.0,22.12,74.14,0
4090.0,171.2,23.62,57.57,0
3103.8,61.7,20.52,59.84,0
395.6,3092.8,75.34,13.21,2
442.2,2457.6,44.92,28.1,2
3980.9,94.6,20.49,44.84,0
2413.0,455.1,41.71,27.8,1
2801.9,700.0,28.72,78.37,0
1782.9,3140.6,35.0,21.84,2
2596.4,1223.1,25.48,38.08,1
189.2,1420.9,47.13,15.2,2
3733.5,415.1,34.43,41.82,1
3925.3,566.8788930435596,30.22307217891135,57.14,0
1970.5,530.4,48.51,47.62,1
2252.2,832.7,49.48,29.96,1
3703.0,107.9,27.89,50.6,0
1099.6,1612.2,43.77,8.42,2
112.9,5925.5,77.56,19.78,2
1505.5,714.8,24.0,16.49,1
1660.3,799.6,75.07,30.41,2
3841.6,125.5,23.54,42.03,0
185.1,4207.1,43.17,12.11,2
3497.4,404.1,24.46,58.37,0
1252.5,3238.8,49.21,18.03,2
119.6,4938.7,71.12,10.14,2
2877.6,512.3,46.06,8.0,1
2744.1,331.8,30.36,64.57,0
1072.9,700.0,48.01,18.16,2
1035.8,2158.3,46.59,22.64,2
2748.1,1626.9,29.27,40.71,1
0.0,2850.9,70.89,24.32,2
1869.9,1394.5,26.96,26.43,1
244.7,7501.164001742548,75.6,28.0,2
3022.3,50.4,23.99,67.91,0
1000.8,711.8,79.53,23.18,2
4083.4,261.0,22.62,85.2,0
2438.9,734.6,34.1,58.08,1
216.5,967.0,41.95,29.7,2
3553.6,99.9,23.37,40.36,0
3705.2,370.0,29.43,72.09,0
2108.5,150.0,31.08,45.14,1
1740.8,877.5,44.82,48.73,1
2143.2,408.9,36.42,26.76,1
1576.4,485.5,33.77,49.72,1
2051.8,317.4,35.71,24.69,1
372.8,700.0,97.54,30.97,2
2229.4,1135.4,24.82,59.16,1
2787.3,1178.0,32.16,58.09,1
3003.7,159.7,18.93,46.05,0
1025.6,2587.1,40.17,22.31,2
3517.8,156.2,34.18,32.38,1
3216.6,32.7,19.65,64.29,0
2207.6,405.2,32.84,12.41,1
0.0,2370.5,42.84,27.44,2
3259.7,119.5,17.44,55.5,0
2438.4,533.8,44.4,41.79,1
915.5,4683.9,45.02,14.34,2
3213.5,444.8,24.0,8.0,1
1835.6,413.1,34.23,48.95,1
1463.4,2735.9,48.93,13.77,2
908.0,4497.2,60.48,17.89,2
247.0,2077.0,77.83,22.61,2
3892.9,129.5,28.08,77.43,0
1897.5,1278.8,24.0,32.74,1
3061.4,286.2,26.41,57.39,0
2660.3,393.9,24.08,57.2,1
126.2,1030.5,70.27,30.5,2
900.0,161.2,47.19,37.48,1
4095.0,24.6,17.9,67.19,0
2276.7,828.5,25.88,29.92,1
632.8,700.0,43.59,25.98,2
839.1,700.0,59.39,30.64,2
426.0,908.7,35.0,21.4,2
1510.6,1543.2,27.29,57.26,1
3073.3,93.0,18.44,30.37,0
428.0,1449.0,81.01,34.86,2
2449.3,779.1,33.76,22.2,1
3869.1,51.5,20.87,48.9,0
2810.5,187.8,26.82,63.83,0
0.0,4857.9,107.62,21.39,2
0.0,5477.9,38.58,26.23,2
3111.5768758782283,251.1,31.72,52.41,0
2066.4,1319.9,44.26,33.57,1
3554.9,597.4,24.05,53.64,0
572.7,1026.81524495948,59.73,21.92,2
2466.7,104.1,23.66,47.18,0
824.6,3939.7,70.82,25.13,2
3587.0,128.8,21.33,41.12,0
1012.4,2609.2,80.25,9.33,2
1649.0,3249.3,86.11,21.4,2
3177.9,249.6,19.74,43.4,0
3273.8,163.7,29.05,59.02,0
3410.5,176.3,19.61,80.65,0
0.0,2729.9,66.73,22.95,2
1727.4,659.7,34.12,37.16,1
3548.5,237.3,15.26,69.38,0
264.1,700.0,82.13,23.19,2
3479.9,242.0,16.4,65.77,0
3295.9,283.7,17.54,53.83,0
3652.0,331.4,20.94,40.14,0
458.2,2572.9,57.07,18.12,2
598.3,721.5,83.01,9.51,2
2692.7,216.3,40.7,49.78,1
3979.7,295.0,21.85,42.4,0
3313.5,67.4,15.39,43.56,0
3232.6,74.2,25.6,42.46,0
1131.2,941.2,35.0,4.26,2
2696.8,6247.671102875383,26.38,69.47,0
1489.7,700.0,64.08,19.01,2
3197.3,436.3,41.18,42.54,1
3429.6,210.9,20.98,81.0,0
900.0,280.8,31.14,21.76,1
3986.6,547.6,24.88,71.03,0
1942.2,2916.7,75.73,3.0,2
3923.5,432.15266017547333,32.17476013811283,71.58,0
325.6,1968.7,60.17,30.57,2
3678.1,144.0,27.92,39.45,0
1133.9,2772.9,46.88,23.19,2
3204.1,327.9,29.0,44.92,0
335.8,2566.6,66.15,14.57,2
3313.5,242.7,27.41,55.59,0
623.6,700.0,40.01,44.54,2
3049.8,396.7,40.02,39.92,1
1442.5,406.7,34.46,38.28,1
2032.7,567.6,31.93,34.0,1
613.0,1900.7,62.99,32.36,2
1911.4181453598949,2038.6,76.92,34.55,2
3065.9,425.1,25.17,56.13,0
2436.7,707.3,33.07,43.22,1
3100.3,150.8,27.62,48.27,0
2508.5,1340.2,38.38,12.02,1
3334.4,148.8,29.22,82.17,0
2428.6,339.4,35.8,53.79,1
3275.5,326.2,24.64,46.85,0
4027.9,459.1,19.84,42.02,0
4095.0,237.4,22.0,44.67,0
3673.4,102.1,23.96,90.4,0
3580.1,555.2,33.69,20.1,1
485.1,2805.1,63.54,35.97,2
3693.4,105.7,23.89,56.13,0
3228.6,747.0385427364242,32.42490031339181,43.78,0
297.3,928.3,67.41,16.04,2
3390.3,154.9,21.59,44.17,0
3800.0,1343.8,34.08,38.94,1
2294.3,150.0,24.64,27.38,1
3076.7,459.6,27.53,39.94,0
3367.9,225.9,25.15,57.4,0
2595.5,907.6,37.44,30.28,1
3358.7,306.1,22.47,70.19,0
4095.0,38.8,21.65,54.63,0
1565.5,150.0,30.45,59.55,1
2957.7,865.1,24.0,26.27,1
3690.4,151.3,24.0,35.41,1
3040.4,147.3,27.23,54.3,0
2912.1,476.2,20.3,70.46,0
703.6,865.2,61.95,21.79,2
449.8,700.0,78.49,15.1,2
3330.2,172.3,29.62,65.56,0
1821.3,1050.7,79.39,15.68,2
2254.3,251.9,28.83,63.64,1
3315.9,195.3,21.93,58.24,0
3171.5,230.5,15.86,51.4,0
2892.4,613.0,36.09,41.26,1
682.7,1414.2,51.84,22.05,2
2422.9,262.3,24.75,54.66,1
2553.5,220.1,21.81,56.69,0
3264.4,91.0,21.45,61.62,0
0.0,700.0,48.63,24.8,2
3529.9,213.1,21.53,43.15,0
2980.1,73.5,25.22,71.05,0
3108.5,193.1,23.2,50.98,0
3359.6,185.9,18.47,23.46,0
1804.4,840.6,67.42,38.04,2
2945.3,150.4,25.96,63.85,0
698.7,1212.6,41.31,6.24,2
3372.2,376.2,24.11,53.05,0
1194.0,2647.2,53.48,36.03,2
3204.2,109.5,19.43,37.24,0
3989.6,286.7,25.56,43.36,0
2342.4,1115.3,28.98,25.42,1
2814.9,566.1512791092596,31.8953584439203,89.94,0
1637.7,307.8,29.39,19.35,1
6.6,1677.4,41.99,15.89,2
